age,Graduated,marital,Profession,defaulter,loan,CustGender,state,TransactionAmount (INR),CustAccountBalance,Annual Income,Spending Score (1-100),Housing,Saving accounts,Checking account,Credit amount,Duration,Purpose,Atm Used PM,Credit Card PM,credit card repayment in days,Credit_Limit,Work_Experience,Spending_Score,Family_Size
48,No,married,Executive,unknown,no,M,Georgia,100,14706.7,97,63,rent,NA,moderate,4229,49,Home Appliances,6,0,41,31743,0,High,2
56,No,married,Healthcare,no,no,M,Georgia,198,8659.29,73,40,free,little,little,1044,47,car,6,1,97,3212,,Low,
43,Yes,married,Engineer,no,no,M,Georgia,11572.55,45855.72,96,50,own,NA,little,14433,47,Home loan,3,2,60,5884,1,Low,1
32,Yes,married,Artist,no,no,F,Georgia,5500,34021.97,103,65,own,moderate,moderate,15996,48,Home loan,1,0,53,1724,4,Low,1
27,Yes,married,Entertainment,no,yes,M,Georgia,198,18529.76,74,54,own,little,NA,2415,43,Home loan,7,3,64,2468,0,Low,2
34,Yes,single,Doctor,no,no,M,Georgia,190.2,2877.78,108,73,own,little,moderate,13401,31,Home Appliances,4,0,91,1438.3,1,Average,4
31,No,divorced,Engineer,no,no,F,Georgia,718,51.66,67,6,rent,moderate,rich,17382,35,car,5,5,2,3111,9,Low,
37,Yes,married,Artist,no,no,F,Georgia,1280,91473.02,72,57,own,little,little,10961,48,car,4,1,98,2799,0,Low,
29,Yes,married,Healthcare,no,no,F,Georgia,946,16963.45,103,68,free,little,little,7510,59,car,3,3,59,1912,0,Low,5
35,Yes,married,Artist,no,no,M,Georgia,780.95,12133.46,112,77,own,moderate,rich,15255,44,Home Appliances,7,5,74,18927,0,High,4
57,Yes,divorced,Artist,no,no,M,Georgia,8050,38585.73,112,79,own,moderate,moderate,16408,32,Home Appliances,5,6,29,2016,0,Average,2
43,No,married,Healthcare,no,no,M,Georgia,1272,82502.81,54,29,own,little,little,3181,35,car,3,3,69,4830,0,Low,5
49,Yes,single,Homemaker,no,no,M,Georgia,1059.84,1174822.55,122,75,own,NA,NA,1422,45,car,3,2,13,1438.3,8,Average,2
50,Yes,married,Artist,no,no,M,Georgia,109.95,47448.36,78,64,own,quite rich,rich,1670,28,car,6,5,7,1986,9,Low,4
33,Yes,married,Executive,unknown,no,F,Georgia,607,37860.86,105,54,own,moderate,moderate,8934,10,car,1,2,44,2877,3,Low,1
34,Yes,married,Healthcare,no,no,F,Georgia,694,1461.06,94,65,own,little,NA,12153,51,Home Appliances,5,1,47,2312,8,Low,4
24,No,single,Engineer,no,no,F,Georgia,180,10982.63,89,26,own,moderate,NA,1946,58,car,0,7,26,2644,7,Low,1
43,No,married,Doctor,unknown,no,M,Georgia,150,38329.47,53,21,own,little,little,15596,18,car,3,2,58,2062,1,Low,1
44,Yes,married,Entertainment,no,no,M,Georgia,2942.1,8795.01,99,67,own,little,NA,3056,14,car,5,1,11,3510,,Average,4
37,Yes,married,Artist,no,no,M,Georgia,1047.6,192.33,84,61,own,little,rich,11498,54,business,7,3,7,15026,0,Low,2
39,Yes,married,Entertainment,no,no,M,Georgia,2526.55,9663.29,103,65,own,little,moderate,6937,8,Home Appliances,6,1,34,27186,1,Average,4
33,Yes,single,Artist,no,no,M,Georgia,45,9400.23,139,81,rent,NA,NA,14218,21,car,4,1,48,2174,8,High,2
46,No,married,Executive,unknown,no,F,Georgia,2546,13149.87,70,44,own,little,little,14886,8,car,1,2,51,29535,1,Low,4
39,Yes,married,Artist,no,no,M,Georgia,3300,61616.87,97,73,own,little,little,2466,12,car,3,3,52,2974,1,Average,2
28,Yes,single,Artist,no,no,M,Georgia,2306,1068.53,121,87,rent,little,NA,3497,15,Home loan,4,2,11,1438.3,1,Average,6
25,Yes,single,Executive,no,yes,F,Georgia,117,81286.4,141,83,own,moderate,little,6303,16,car,4,6,8,8148,4,High,3
39,Yes,married,Doctor,no,no,F,Georgia,1265.2,13777.12,99,65,own,NA,NA,6992,6,Home Appliances,2,1,59,2646,0,Average,4
31,Yes,married,Lawyer,no,no,M,Georgia,1285,55900.02,120,80,own,little,NA,13978,3,repairs,5,0,84,2054,3,High,2
32,No,single,Artist,no,no,M,Georgia,138,208472.03,71,10,own,little,little,14724,20,Home Appliances,3,1,36,34516,1,Low,3
32,Yes,married,Lawyer,unknown,yes,M,Georgia,39,10108.29,83,50,own,little,little,14905,21,Home loan,3,3,69,1879,,Low,1
41,Yes,married,Healthcare,unknown,no,F,Georgia,568,194091.33,89,68,free,moderate,NA,5358,40,car,2,3,99,15913,0,Low,5
22,Yes,married,Engineer,no,unknown,M,Guam,300,11.34,97,68,own,little,moderate,453,29,Home Appliances,5,0,25,8685,,Average,4
39,Yes,married,Artist,no,no,M,Hawaii,250,226844.61,87,70,free,little,moderate,11042,21,car,4,0,76,2676,7,Low,1
29,No,single,Lawyer,no,no,M,Hawaii,500,51907.55,85,18,own,moderate,NA,18403,28,education,6,6,76,1438.3,0,Low,1
50,No,married,Marketing,unknown,no,F,Hawaii,2435,11196.3,70,30,free,little,NA,1933,18,Home Appliances,5,2,65,1711,0,Low,3
46,Yes,married,Marketing,no,no,M,Hawaii,1100,21260.5,78,56,own,little,little,1511,3,Home Appliances,3,2,20,2572,2,Low,1
39,Yes,married,Executive,no,no,M,Idaho,150,1898.01,126,77,own,little,little,4254,12,car,5,1,24,4535,,High,5
55,No,divorced,Lawyer,unknown,no,F,Idaho,199,5703.03,93,48,own,little,moderate,5863,27,education,5,1,51,5950,1,Average,3
43,Yes,married,Artist,no,no,M,Idaho,796.47,12977.22,92,63,own,moderate,moderate,3481,42,car,6,6,91,2088,0,Average,
42,Yes,married,Doctor,unknown,no,M,Idaho,1493,28256.56,108,60,own,little,NA,9492,17,car,6,0,57,10466,3,Low,4
41,Yes,married,Homemaker,unknown,no,M,Idaho,1000,28799.24,119,67,rent,moderate,NA,770,53,Home Appliances,6,5,50,4761,9,Average,2
31,No,single,Entertainment,no,no,M,Illinois,120,87292.58,106,48,own,NA,NA,15225,49,Home Appliances,2,0,46,1488,1,Average,2
56,No,married,Lawyer,unknown,no,F,Illinois,109,3139.43,100,51,own,little,rich,8751,42,education,3,3,10,19114,0,High,2
40,No,married,Entertainment,unknown,no,F,Illinois,294,10983.18,72,27,own,NA,little,1682,35,car,1,3,51,7536,0,Low,2
46,No,married,,no,no,M,Illinois,300,97.17,61,49,own,little,moderate,7996,38,Home loan,3,2,21,2441,9,Low,3
56,Yes,divorced,Artist,no,no,M,Illinois,60,5199.7,106,69,free,little,little,3275,14,car,2,1,5,13189,8,Low,8
42,No,divorced,Entertainment,no,no,M,Illinois,30,2467.31,70,19,own,little,rich,8609,2,Home loan,2,0,8,1914,0,Low,3
41,No,single,Doctor,no,no,M,Illinois,71,28769.13,74,19,own,little,moderate,4405,24,Home Appliances,3,3,92,2468,9,Low,1
41,No,divorced,Executive,no,no,M,Illinois,200,1845.29,73,9,own,little,NA,13503,35,car,2,1,100,2564,0,Low,3
53,No,married,Lawyer,no,yes,M,Illinois,690,189528.8,105,53,own,NA,little,2622,59,Home loan,6,1,64,1679,1,High,2
33,No,married,Healthcare,no,unknown,M,Illinois,1500,447.23,59,48,rent,little,rich,626,42,Home loan,7,1,31,3410,7,Low,4
25,No,single,Lawyer,no,no,M,Illinois,20,13715.66,127,63,own,little,NA,5999,51,car,2,1,17,2728,0,High,2
42,No,married,Healthcare,no,no,F,Illinois,199,23453,71,39,rent,little,little,9498,37,car,5,3,50,7119,0,Low,
34,No,married,Entertainment,unknown,yes,M,Illinois,50,268.9,67,47,own,little,NA,18343,45,car,3,0,95,3532,,Low,1
41,Yes,divorced,Artist,no,no,F,Illinois,230,17365.58,112,82,own,little,NA,18423,44,Home Appliances,0,1,54,7459,0,Average,3
38,Yes,married,Homemaker,no,no,F,Illinois,674,1683.97,71,57,own,little,little,13915,20,Home Appliances,5,2,17,2294,0,Low,4
31,Yes,single,Artist,no,yes,M,Illinois,865.97,4787.89,100,68,own,NA,NA,2424,46,car,2,3,17,1663,0,Low,2
46,Yes,married,Entertainment,no,no,M,Illinois,200,1738.46,105,67,own,NA,NA,18456,12,repairs,6,0,93,5129,1,Low,
58,Yes,married,Executive,no,no,M,Illinois,100,5793.57,128,82,own,quite rich,NA,15478,12,Home Appliances,9,4,64,1722,1,High,4
39,No,married,Artist,no,yes,M,Illinois,249,17639.01,110,40,own,little,little,5360,30,Home Appliances,6,2,18,2586,,Average,6
54,Yes,married,,unknown,no,M,Illinois,167,103130.42,100,54,free,moderate,moderate,3523,8,car,7,7,99,8708,8,Low,1
31,Yes,divorced,Artist,no,no,M,Illinois,10,5701.2,100,74,own,little,moderate,7235,8,education,4,1,28,8869,0,Low,2
40,No,single,Lawyer,no,yes,M,Indiana,300,95057.59,116,78,own,little,moderate,5308,29,Home Appliances,3,0,77,2641,,High,2
56,No,divorced,Executive,no,no,M,Indiana,2000,31793.05,89,29,own,moderate,moderate,6752,43,car,3,5,3,34516,0,Low,7
41,Yes,married,Artist,no,no,M,Indiana,187,19490.49,102,79,own,NA,NA,5223,3,car,3,0,72,34516,1,Average,2
33,Yes,divorced,Doctor,no,no,M,Indiana,885,11116.57,120,70,free,little,little,17423,26,Home loan,3,1,7,1965,1,Average,2
55,Yes,married,Doctor,no,no,M,Indiana,98,69365,108,76,free,little,moderate,10570,37,Home loan,7,0,58,1513,1,Average,2
33,No,divorced,Lawyer,no,no,M,Indiana,125,12735.85,128,78,own,NA,little,4575,44,car,2,2,44,10543,1,High,2
48,No,divorced,Engineer,no,no,M,Indiana,3500,8903.78,86,22,own,little,little,11764,57,Home Appliances,2,1,64,17764,1,Low,1
28,Yes,married,Healthcare,unknown,no,F,Indiana,168.67,6617.81,104,61,own,little,rich,8724,38,Home Appliances,1,3,44,1438.3,3,Low,3
39,Yes,married,Entertainment,no,no,M,Indiana,275,1484,115,70,own,NA,moderate,12596,34,car,6,0,80,6371,0,Average,4
42,No,single,Engineer,unknown,yes,M,Indiana,2000,6242.39,89,45,own,NA,moderate,17258,58,business,3,0,72,19188,6,Average,4
60,No,married,Lawyer,unknown,no,M,Indiana,13.98,5062.07,98,67,own,moderate,moderate,6501,52,Home Appliances,9,5,21,3076,,High,2
35,Yes,married,Entertainment,no,no,F,Indiana,399,10998.62,105,59,own,little,little,15744,16,car,0,2,97,2822,1,Low,8
45,No,married,Executive,no,yes,F,Indiana,10,5332.25,105,60,rent,rich,NA,3790,7,Home Appliances,2,13,34,4139,1,High,6
36,No,married,Entertainment,no,no,F,Indiana,184,20826.74,106,46,free,NA,moderate,5650,15,Home Appliances,5,0,81,34516,7,Average,4
33,No,married,Marketing,no,no,M,Indiana,200,15233.78,70,42,own,little,little,11676,4,Home Appliances,3,2,91,4121,1,Low,9
54,No,divorced,Entertainment,unknown,no,M,Indiana,2429,73827.89,60,28,own,little,little,6857,40,Home loan,4,0,45,10074,4,Low,4
49,No,married,Doctor,unknown,yes,F,Indiana,50,26139.17,79,37,own,little,NA,12168,32,Home Appliances,1,3,100,2621,1,Low,4
46,No,married,Engineer,no,no,M,Indiana,37,305.35,110,47,own,NA,NA,3652,14,car,6,3,71,3394,0,Average,3
32,Yes,single,Entertainment,no,no,M,Indiana,17894,622275.99,96,62,own,little,little,12467,29,business,2,0,97,17628,1,Low,1
42,Yes,divorced,Artist,no,no,F,Indiana,5000,3254.42,101,73,own,little,moderate,11497,58,Home Appliances,0,0,33,4480,,Average,4
37,No,married,Healthcare,no,no,F,Indiana,248,5920.52,74,48,rent,little,NA,17596,57,Home loan,5,0,39,3370,1,Low,3
35,Yes,married,Lawyer,no,no,M,Indiana,4500,35000,118,73,rent,little,moderate,5033,49,Home Appliances,4,2,4,12871,0,High,2
47,Yes,married,Entertainment,no,no,M,Iowa,967,40400.16,94,61,own,NA,NA,17383,42,education,3,1,23,3112,12,Low,6
33,Yes,married,Artist,no,no,M,Iowa,1923,287556.4,104,67,own,little,moderate,18175,44,car,5,2,40,1551,0,Average,2
38,Yes,married,Artist,no,yes,M,Iowa,83.6,72293.42,77,56,own,little,NA,10499,57,education,6,3,58,1682,3,Low,1
39,Yes,married,Entertainment,no,no,M,Iowa,725,29740.24,104,67,own,little,moderate,16261,6,car,7,2,51,2758,1,Low,3
55,Yes,married,Artist,no,no,M,Iowa,1000,75587.83,100,80,own,little,moderate,13711,38,car,3,0,2,1909,12,Average,2
35,Yes,married,Artist,no,no,M,Iowa,703,209952.3,107,58,own,little,NA,8856,6,Home loan,6,2,91,11332,0,Low,3
55,Yes,married,Entertainment,no,no,M,Iowa,2350,235527,98,80,free,little,moderate,15792,29,repairs,5,2,77,7567,8,Average,2
33,No,married,Healthcare,unknown,no,M,Iowa,365,10436.88,52,43,own,NA,NA,1263,29,car,6,1,28,6743,0,Low,2
32,Yes,married,Lawyer,unknown,no,M,Iowa,363,4919.65,103,57,own,little,little,3907,11,Home loan,6,2,88,32838,1,Low,1
32,Yes,married,Artist,no,no,F,Iowa,1430,399680.2,96,79,own,little,little,2821,28,car,5,0,73,1438.3,0,Average,4
32,Yes,divorced,Executive,no,no,M,Iowa,342,6807.92,149,90,rent,little,little,11032,55,Home loan,2,3,6,2510,0,High,4
42,Yes,single,Artist,no,yes,M,Iowa,1,36437.97,107,71,free,little,little,17029,53,domestic appliances,4,1,52,3199,1,Average,4
38,No,married,Healthcare,unknown,no,F,Iowa,999,168680.59,52,31,free,little,little,18359,38,Home loan,0,3,31,1918,8,Low,5
56,No,married,Lawyer,no,no,M,Kansas,1368,44572.4,114,52,own,little,little,831,32,Home Appliances,4,2,81,18660,1,High,2
55,Yes,married,Doctor,no,yes,M,Kansas,500,14185.82,84,69,own,NA,moderate,5083,11,car,3,2,85,7591,6,Low,5
33,No,married,Healthcare,no,yes,M,Kansas,1189,18053.94,65,27,rent,rich,NA,6508,19,business,4,8,51,14315,3,Low,2
45,Yes,single,Artist,unknown,yes,M,Kansas,306,26869.05,108,82,own,little,moderate,13718,53,car,2,3,97,18038,1,Average,2
58,No,married,Engineer,unknown,no,M,Kansas,1000,10246.22,55,29,own,NA,little,13665,47,vacation/others,3,2,19,1853,0,Low,3
46,Yes,married,Entertainment,no,yes,M,Kansas,291,42.68,110,53,own,moderate,moderate,15598,35,car,7,4,15,4951,0,Low,4
33,No,married,Healthcare,no,no,F,Kansas,19,12726.39,71,60,own,little,little,13975,27,car,5,2,89,34516,1,Average,2
50,No,married,Healthcare,unknown,yes,M,Kansas,100,10259.97,51,24,own,little,moderate,16681,35,business,6,2,4,1757,0,Low,4
56,,married,Homemaker,unknown,no,M,Kansas,350,36856.82,116,,own,little,NA,9090,59,car,3,0,38,24033,6,Average,3
33,Yes,married,Healthcare,unknown,yes,M,Kansas,14675,3591659.34,98,70,own,little,NA,18202,44,business,5,0,31,3276,1,Low,3
26,No,married,Healthcare,no,yes,F,Kansas,1359,1592988.2,72,48,free,little,moderate,3329,29,Home Appliances,0,0,5,3614,0,Low,3
49,No,single,Doctor,unknown,no,M,Kentucky,500,2223.66,85,26,own,little,moderate,11686,38,Home loan,4,2,80,1943,1,Low,
36,Yes,married,Healthcare,no,yes,F,Kentucky,1723,93432.97,92,63,own,little,moderate,9018,49,education,4,0,98,3795,0,Low,4
52,No,single,Artist,unknown,no,M,Kentucky,500,2947.39,100,46,own,little,NA,8969,30,Home loan,3,3,86,4075,0,Average,2
49,No,married,Engineer,unknown,yes,M,Kentucky,100,111049.48,91,45,free,little,rich,11508,37,Home loan,3,2,53,3001,8,Average,3
49,No,married,Healthcare,unknown,no,M,Kentucky,2804,5105173.9,66,38,free,quite rich,little,2041,32,Home loan,7,6,27,5726,0,Low,4
28,Yes,single,Artist,no,no,M,Kentucky,200,73174.12,101,71,free,little,NA,11323,53,business,3,1,74,2077,1,Average,2
36,No,married,Engineer,no,no,F,Kentucky,1046.79,81511.07,84,59,own,moderate,moderate,12134,31,Home Appliances,5,3,75,2157,,Average,2
45,Yes,single,Lawyer,no,no,M,Kentucky,3199,68940.18,96,75,rent,little,NA,17093,3,Home Appliances,2,1,28,2037,0,Low,1
41,No,married,Doctor,no,no,M,Kentucky,47,8318.77,52,44,own,NA,NA,11850,4,car,4,1,81,14914,9,Low,6
49,Yes,married,Artist,unknown,no,F,Kentucky,220,271795.35,96,70,own,moderate,little,11559,47,domestic appliances,5,0,51,1580,4,Low,1
31,Yes,married,Doctor,no,no,M,Kentucky,50,83913,94,54,rent,moderate,rich,10747,25,car,9,5,17,15483,1,Low,1
32,Yes,married,Healthcare,no,no,F,Kentucky,100,26946.95,71,62,rent,rich,little,9204,44,Home Appliances,3,3,85,1916,6,Low,4
59,No,married,Healthcare,unknown,no,F,Kentucky,581.4,5221.57,67,22,own,little,little,3550,16,car,4,3,94,3610,0,Low,3
25,Yes,divorced,Entertainment,no,yes,F,Kentucky,50,176163.67,124,94,own,little,NA,16867,18,Home loan,2,3,44,1667,,High,4
22,Yes,single,Lawyer,no,no,M,Kentucky,350,8183.78,91,74,rent,NA,moderate,14394,27,business,3,3,8,1438.3,0,Low,1
43,Yes,married,Healthcare,no,no,M,Kentucky,600,10459.92,74,55,own,NA,moderate,16590,29,Home Appliances,7,0,66,1942,8,Low,4
35,Yes,married,Artist,no,no,M,Kentucky,1312,9864.16,98,66,own,little,little,6492,25,car,5,3,11,2231,1,Low,1
60,No,married,Healthcare,no,no,M,Louisiana,60,13691.38,73,30,own,moderate,moderate,9339,26,Home loan,7,6,61,6465,1,Low,3
40,Yes,married,Engineer,no,no,M,Louisiana,753,17030.67,99,68,free,little,NA,17170,43,car,4,1,4,8599,1,Low,3
37,Yes,married,Artist,no,no,M,Louisiana,48,5887.94,85,65,own,little,moderate,6453,33,business,7,2,58,1438.3,0,Low,3
37,No,married,Homemaker,no,yes,F,Louisiana,168.7,253306.59,89,54,own,little,NA,17608,43,car,5,0,2,4402,13,Average,3
36,Yes,single,Homemaker,no,no,M,Louisiana,1540.5,399016.91,91,76,rent,NA,NA,17396,52,business,2,1,4,5444,9,Low,1
35,Yes,married,Artist,no,no,F,Louisiana,3580,47641.02,95,59,rent,little,little,9992,48,Home loan,0,0,53,1438.3,9,Low,2
43,Yes,married,Healthcare,no,no,F,Louisiana,2100,2607.8,89,66,own,little,little,7089,37,Home Appliances,0,3,45,1438.3,1,Low,4
39,Yes,married,Entertainment,no,no,M,Louisiana,7,38440.32,82,65,own,NA,NA,3676,11,Home Appliances,4,1,25,2679,1,Low,1
56,Yes,married,Entertainment,unknown,no,M,Louisiana,1000,109140.46,112,79,own,little,rich,8046,41,Home loan,4,1,70,2766,9,Average,5
37,Yes,single,Entertainment,no,no,F,Louisiana,4201,66233.27,110,66,own,moderate,moderate,12462,30,car,5,5,13,25293,0,Low,2
38,Yes,married,Artist,no,no,M,Louisiana,1077,77427,132,75,rent,quite rich,NA,3843,36,Home loan,8,5,84,2707,1,High,5
37,Yes,single,Entertainment,no,no,M,Louisiana,5400,978.05,106,73,own,NA,NA,16603,42,education,3,2,11,1748,5,Low,1
54,Yes,married,Healthcare,unknown,no,M,Louisiana,50,31.45,84,64,own,little,little,9083,20,Home Appliances,5,2,27,4034,9,Low,3
53,No,married,Healthcare,unknown,no,F,Louisiana,1024,51450.86,75,34,own,little,little,16571,25,Home loan,5,0,83,26129,1,Low,4
38,Yes,married,Artist,no,no,M,Louisiana,25,30413.33,71,64,own,NA,moderate,11209,14,Home Appliances,6,0,95,14902,0,Low,2
47,Yes,single,Healthcare,unknown,no,M,Louisiana,700,863.49,124,81,own,little,NA,18208,24,Home loan,3,0,76,12228,8,High,2
33,No,married,Lawyer,unknown,no,M,Louisiana,251,20540.23,103,56,rent,little,moderate,9866,43,car,3,3,5,1724,0,High,9
39,Yes,married,Artist,unknown,no,M,Louisiana,1169.1,87936.44,75,63,own,little,NA,6782,36,education,5,2,79,1438.3,0,Low,1
36,No,single,Engineer,unknown,no,M,Louisiana,66,1444.16,104,40,own,quite rich,NA,13109,51,Home Appliances,6,7,24,16665,,Average,
35,No,married,Healthcare,no,no,M,Louisiana,1169.1,87936.44,66,26,free,little,NA,17611,36,Home Appliances,6,1,12,20974,3,Low,4
40,Yes,married,Executive,unknown,yes,M,Louisiana,41070,49897.5,119,78,own,little,NA,615,46,Home Appliances,7,2,68,3139,1,High,2
55,No,single,Engineer,unknown,yes,M,Louisiana,50,53.59,100,51,own,little,little,10186,38,Home Appliances,2,1,32,19865,,Average,4
37,Yes,married,Artist,no,no,M,Louisiana,1,10.29,100,75,own,little,little,2242,19,education,7,0,87,2069,1,Average,3
53,Yes,married,Artist,unknown,no,F,Louisiana,1000,21464.44,99,70,own,little,moderate,6527,48,repairs,5,1,100,2231,4,Average,3
36,No,married,Healthcare,no,unknown,F,Louisiana,100,129534.42,54,45,own,moderate,NA,5627,27,education,5,1,48,33371,0,Low,5
32,No,married,,no,no,M,Maine,148,108.44,50,48,own,little,NA,6663,10,Home Appliances,6,0,71,2544,9,Low,4
42,No,married,Healthcare,no,no,M,Maine,200,,57,24,rent,little,little,4804,30,Home Appliances,7,2,87,34516,0,Low,4
52,Yes,married,Artist,no,no,F,Maine,526.44,145268.65,109,68,free,NA,NA,10099,17,business,4,1,56,5370,9,Low,
33,No,married,Engineer,no,yes,M,Maine,260,64389.91,52,40,own,little,little,6337,30,Home loan,7,2,66,22437,5,Low,2
51,Yes,married,Artist,unknown,no,M,Maine,30,29991.65,85,62,own,quite rich,NA,7239,22,car,7,4,45,3573,7,Low,2
32,Yes,single,Artist,no,no,F,Maine,217,29449.38,100,62,rent,little,rich,2901,3,car,0,0,60,1959,1,Low,2
33,Yes,divorced,Artist,no,no,M,Maine,500,32608.28,118,89,own,little,little,4220,13,education,4,2,63,1661,1,Average,2
34,No,married,Doctor,no,no,F,Maine,1000,419.42,78,32,own,little,little,18301,43,education,0,0,69,5363,4,Low,2
34,Yes,married,Entertainment,no,no,F,Maryland,1410,38323.98,90,77,own,little,moderate,9287,7,Home loan,5,3,90,3009,7,Average,4
55,No,divorced,Healthcare,no,no,F,Maryland,632.5,36291.93,60,2,own,little,little,4016,24,car,1,1,54,18535,0,Low,3
33,No,married,Doctor,unknown,no,M,Maryland,286,389650,79,46,own,moderate,moderate,12922,58,car,10,6,98,2171,0,Low,4
34,Yes,married,Artist,no,yes,F,Maryland,1037.83,31.42,106,64,free,little,NA,13863,46,car,3,2,48,34516,2,Low,2
52,Yes,married,Engineer,no,no,M,Maryland,500,16381.18,102,61,free,NA,NA,4334,21,Home Appliances,3,3,64,2376,0,Low,3
55,No,married,Healthcare,unknown,no,F,Maryland,974,5632.43,61,45,free,little,little,8280,10,vacation/others,2,0,94,2882,10,Low,4
45,Yes,married,Executive,unknown,no,M,Maryland,417.08,68985,126,86,own,little,moderate,13031,26,business,4,2,24,3277,1,High,5
34,Yes,married,Artist,unknown,yes,M,Maryland,160,2010.93,76,59,rent,NA,little,4728,4,education,6,2,79,2514,1,Low,1
53,Yes,married,Artist,no,no,M,Maryland,1000,1980165.84,90,54,own,little,little,16082,28,car,6,3,23,3301,0,Low,3
43,Yes,married,Engineer,no,no,F,Maryland,259,176664.6,75,69,own,little,little,1760,58,Home Appliances,5,3,54,12391,9,Low,1
33,Yes,married,Healthcare,no,no,F,Maryland,2647,15410.13,118,87,rent,little,moderate,7385,10,Home Appliances,2,2,75,2168,10,High,2
39,No,married,Entertainment,no,no,M,Maryland,410,881.55,72,24,rent,NA,NA,6331,54,car,6,2,16,7762,1,Low,2
29,Yes,married,Artist,unknown,no,M,Maryland,85,1589.43,110,79,own,little,moderate,13595,36,Home loan,4,3,22,12587,2,High,1
35,No,married,Doctor,no,no,M,Massachusetts,500,2220.85,63,32,own,NA,NA,11406,2,Home Appliances,4,3,33,14785,1,Low,3
45,Yes,married,Homemaker,no,no,M,Massachusetts,10,53896.5,109,63,rent,quite rich,NA,13367,19,Home Appliances,5,7,0,3433,12,Average,4
35,Yes,married,Healthcare,no,no,M,Massachusetts,96,39322.63,97,62,own,moderate,NA,988,51,business,8,7,83,2425,1,Low,5
37,Yes,single,Entertainment,no,no,M,Massachusetts,80,3090.39,91,74,own,little,little,6283,33,vacation/others,4,1,64,11619,0,Low,1
38,No,married,Entertainment,unknown,no,M,Massachusetts,50,32936.98,62,48,own,little,little,9173,48,Home Appliances,6,3,92,3989,1,Low,1
35,No,married,Lawyer,no,no,M,Massachusetts,2000,292078.61,117,67,free,little,NA,16007,10,business,4,0,87,2173,0,High,2
36,No,married,Healthcare,no,no,F,Massachusetts,100,28863.04,58,32,own,little,moderate,6811,8,Home loan,4,1,46,2393,1,Low,1
30,Yes,married,Artist,no,no,F,Massachusetts,730,195965.56,105,79,own,moderate,moderate,15086,13,education,0,2,3,1677,0,Average,2
